Date,Price,Open,High,Low,Vol.,Change %
"Jun 29, 2020",263.05,263.68,263.68,262.27,2.29K,-0.52%
"Jun 26, 2020",264.42,264.0,264.42,263.5,3.83K,0.16%
"Jun 25, 2020",264.01,262.7,264.01,262.44,5.07K,0.49%
"Jun 24, 2020",262.71,261.5,262.71,261.5,12.68K,0.49%
"Jun 23, 2020",261.43,262.0,262.19,260.96,2.46K,-0.33%
"Jun 22, 2020",262.3,264.0,264.0,262.3,5.24K,-0.53%
"Jun 19, 2020",263.7,263.05,264.2,261.8,7.08K,0.26%
"Jun 18, 2020",263.02,262.69,263.3,262.01,3.70K,-0.12%
"Jun 17, 2020",263.34,262.0,263.34,261.28,9.31K,0.38%
"Jun 16, 2020",262.35,261.57,262.35,260.57,2.99K,-0.19%
"Jun 15, 2020",262.84,263.0,263.06,261.81,2.77K,0.16%
"Jun 12, 2020",262.41,261.2,262.47,260.5,3.72K,0.42%
"Jun 11, 2020",261.31,261.11,261.36,260.25,4.19K,0.07%
"Jun 10, 2020",261.14,259.5,261.14,258.85,4.23K,0.95%
"Jun 09, 2020",258.67,260.32,260.73,258.67,3.27K,-0.31%
"Jun 08, 2020",259.48,257.88,259.49,257.61,2.93K,0.73%
"Jun 05, 2020",257.61,257.39,258.28,256.72,4.78K,-0.56%
"Jun 04, 2020",259.07,260.76,261.25,258.44,13.84K,-1.23%
"Jun 03, 2020",262.3,261.23,262.37,260.53,12.27K,0.06%
"Jun 02, 2020",262.14,264.0,264.0,262.03,4.24K,-0.52%
"Jun 01, 2020",263.52,263.78,264.36,263.2,6.14K,-0.08%
"May 29, 2020",263.74,264.64,264.64,263.55,19.34K,-0.97%
"May 28, 2020",266.33,264.93,266.33,264.17,44.49K,0.19%
"May 27, 2020",265.82,266.0,266.07,264.24,25.17K,0.02%
"May 26, 2020",265.76,266.34,266.34,265.5,16.02K,-0.59%
"May 25, 2020",267.34,267.0,267.6,266.4,1.16K,0.12%
"May 22, 2020",267.02,267.23,267.54,266.7,3.19K,0.25%
"May 21, 2020",266.35,265.42,266.35,264.82,1.99K,0.26%
"May 20, 2020",265.65,265.9,266.2,265.25,14.38K,-0.11%
"May 19, 2020",265.93,266.1,266.23,264.85,24.20K,-0.42%
"May 18, 2020",267.05,268.3,268.85,266.83,14.29K,-0.48%
"May 15, 2020",268.33,269.01,269.48,268.32,4.13K,-0.38%
"May 14, 2020",269.36,268.24,269.53,268.24,2.94K,0.40%
"May 13, 2020",268.3,267.95,268.3,267.56,4.46K,0.45%
"May 12, 2020",267.1,267.51,267.68,266.78,7.63K,-0.21%
"May 11, 2020",267.65,267.96,268.12,267.18,5.84K,-0.29%
"May 08, 2020",268.44,268.7,269.37,267.78,7.95K,-0.10%
"May 07, 2020",268.7,268.63,269.14,267.59,9.16K,0.02%
"May 06, 2020",268.65,269.03,269.54,267.8,4.31K,-0.07%
"May 05, 2020",268.85,268.1,268.9,267.37,2.54K,0.37%
"May 04, 2020",267.85,267.84,267.94,267.0,2.09K,-0.09%
"Apr 30, 2020",268.09,268.65,269.64,267.23,1.15K,-0.45%
"Apr 29, 2020",269.31,268.86,269.5,268.6,0.66K,0.20%
"Apr 28, 2020",268.76,268.54,269.22,266.59,3.26K,0.03%
"Apr 27, 2020",268.68,268.89,268.89,268.07,5.56K,-0.17%
"Apr 24, 2020",269.13,268.88,269.96,268.45,2.81K,0.36%
"Apr 23, 2020",268.16,267.36,269.43,266.93,2.63K,0.62%
"Apr 22, 2020",266.5,267.38,267.38,265.94,4.89K,0.02%
"Apr 21, 2020",266.46,267.78,268.43,266.46,16.72K,-0.01%
"Apr 20, 2020",266.49,267.0,267.15,266.05,2.74K,-0.39%
"Apr 17, 2020",267.52,268.0,268.34,266.67,3.92K,0.19%
"Apr 16, 2020",267.01,267.05,268.33,266.99,3.15K,0.60%
"Apr 15, 2020",265.41,266.07,268.65,264.42,5.47K,0.53%
"Apr 14, 2020",264.0,264.0,266.44,263.63,2.52K,0.47%
"Apr 09, 2020",262.76,265.44,266.44,262.76,7.77K,-1.07%
"Apr 08, 2020",265.61,264.81,265.82,264.36,17.04K,0.11%
"Apr 07, 2020",265.33,264.28,266.08,263.91,2.49K,-0.18%
"Apr 06, 2020",265.8,266.01,268.0,265.8,3.66K,0.31%
"Apr 03, 2020",264.97,265.51,270.74,264.97,1.08K,-0.20%
"Apr 02, 2020",265.51,264.5,268.56,264.5,0.55K,-0.70%
"Apr 01, 2020",267.37,263.63,267.37,263.47,1.99K,1.66%
"Mar 31, 2020",263.01,265.5,266.74,261.96,0.64K,-0.84%
"Mar 30, 2020",265.23,265.07,266.5,261.2,1.79K,0.06%
"Mar 27, 2020",265.07,264.63,266.75,260.42,22.62K,1.94%
"Mar 26, 2020",260.03,263.3,265.29,260.03,3.37K,-1.29%
"Mar 25, 2020",263.43,260.05,265.68,260.05,14.32K,0.70%
"Mar 24, 2020",261.59,265.27,265.54,261.56,1.14K,-1.54%
"Mar 23, 2020",265.67,262.21,266.19,261.0,2.73K,2.21%
"Mar 20, 2020",259.93,262.0,264.34,257.69,2.94K,0.67%
"Mar 19, 2020",258.2,261.0,261.89,255.0,12.80K,-1.11%
"Mar 18, 2020",261.09,255.1,261.09,253.48,6.31K,2.32%
"Mar 17, 2020",255.16,259.66,263.05,255.16,3.05K,-3.14%
"Mar 16, 2020",263.43,257.64,263.43,255.34,4.77K,2.53%
"Mar 13, 2020",256.92,265.0,265.0,253.51,4.59K,-4.01%
"Mar 12, 2020",267.66,267.5,267.66,254.99,13.27K,0.55%
"Mar 11, 2020",266.2,264.76,266.2,263.3,10.57K,-0.07%
"Mar 10, 2020",266.39,269.0,269.0,262.54,9.08K,-0.77%
"Mar 09, 2020",268.45,268.0,269.38,265.87,15.44K,1.10%
"Mar 06, 2020",265.54,264.73,265.54,264.08,12.67K,0.58%
"Mar 05, 2020",264.01,264.15,264.59,263.39,3.45K,-0.12%
"Mar 04, 2020",264.32,263.65,264.75,263.3,3.59K,0.15%
"Mar 03, 2020",263.93,262.25,263.93,261.96,10.86K,0.37%
"Mar 02, 2020",262.95,263.57,264.02,262.51,6.57K,-0.68%
"Feb 28, 2020",264.76,263.14,265.27,262.93,6.48K,0.54%
"Feb 27, 2020",263.35,263.14,263.35,262.72,29.60K,-0.11%
"Feb 26, 2020",263.64,263.9,263.97,263.11,130.19K,-0.43%
"Feb 25, 2020",264.79,263.85,264.94,263.81,55.47K,0.16%
"Feb 24, 2020",264.38,263.47,264.52,263.47,24.12K,0.63%
"Feb 21, 2020",262.73,263.66,263.66,262.65,2.24K,-0.14%
"Feb 20, 2020",263.1,262.67,263.1,262.0,1.96K,0.22%
"Feb 19, 2020",262.52,263.37,263.52,262.65,2.77K,-0.32%
"Feb 18, 2020",263.37,262.79,263.42,262.72,1.41K,0.30%
"Feb 17, 2020",262.58,262.49,262.58,262.01,0.79K,0.06%
"Feb 14, 2020",262.42,262.0,262.42,261.63,2.20K,0.27%
"Feb 13, 2020",261.71,261.11,262.11,261.11,2.84K,0.38%
"Feb 12, 2020",260.72,260.73,260.73,259.94,1.83K,-0.09%
"Feb 11, 2020",260.95,260.41,261.0,260.37,2.23K,-0.04%
"Feb 10, 2020",261.05,260.13,261.05,260.01,3.28K,0.41%
"Feb 07, 2020",259.99,259.5,260.06,259.41,1.61K,0.50%
"Feb 06, 2020",258.69,258.33,258.9,257.93,12.18K,0.05%
"Feb 05, 2020",258.55,258.7,258.74,258.05,2.15K,-0.21%
"Feb 04, 2020",259.09,259.55,259.55,258.72,1.30K,-0.33%
"Feb 03, 2020",259.95,259.95,261.99,259.29,3.78K,0.00%
"Jan 31, 2020",259.95,259.46,259.99,259.44,33.13K,-0.08%
"Jan 30, 2020",260.16,260.0,260.23,259.65,3.74K,0.13%
"Jan 29, 2020",259.81,259.65,259.81,259.27,3.69K,0.25%
"Jan 28, 2020",259.16,259.63,260.1,258.87,2.91K,-0.18%
"Jan 27, 2020",259.62,258.71,259.65,258.71,9.59K,0.69%
"Jan 24, 2020",257.85,257.11,257.93,256.73,0.67K,0.16%
"Jan 23, 2020",257.44,256.27,257.51,255.83,1.10K,0.91%
"Jan 22, 2020",255.12,255.0,255.81,254.89,1.72K,0.09%
"Jan 21, 2020",254.89,254.76,255.11,254.13,1.21K,0.16%
"Jan 20, 2020",254.49,254.53,254.72,254.17,1.09K,-0.02%
"Jan 17, 2020",254.53,254.17,254.53,253.89,1.86K,0.26%
"Jan 16, 2020",253.87,253.99,253.99,253.59,0.47K,0.06%
"Jan 15, 2020",253.71,254.26,254.26,253.72,3.45K,-0.05%
"Jan 14, 2020",253.83,253.38,253.84,253.31,0.91K,0.18%
"Jan 13, 2020",253.37,254.18,254.18,253.08,2.15K,-0.39%
"Jan 10, 2020",254.35,253.99,254.38,253.97,2.02K,0.12%
"Jan 09, 2020",254.05,254.22,254.22,253.55,1.44K,-0.30%
"Jan 08, 2020",254.82,254.8,254.82,254.28,1.13K,0.18%
"Jan 07, 2020",254.36,253.66,254.6,253.63,0.91K,0.08%
"Jan 06, 2020",254.16,254.42,254.42,254.4,0.05K,-0.38%
"Jan 03, 2020",255.12,254.73,255.62,254.41,3.72K,0.73%
"Jan 02, 2020",253.28,252.28,253.55,252.02,0.47K,0.29%
